鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,total_floor
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1080414,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10600000,74450,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPXNMLNKJIPFFHH96DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090703,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10680000,75104,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPOOMLNKJIPFFHH78DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090815,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10250000,73632,坡道平面,27.64,1250000,預售屋、或土地及建物分次登記案件；,RPPOMLNKJIPFFHH88DA,69.18,3.9,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1080905,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10050000,70768,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPROMLNKJIPFFHH09DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1081011,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10500000,74450,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPSOMLNKJIPFFHH56DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1081027,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10570000,74204,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPTOMLNKJIPFFHH66DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090808,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,147.87,3,2,2,有,有,10600000,76080,坡道平面,25.63,1300000,預售屋、或土地及建物分次登記案件；,RPUOMLNKJIPFFHH76DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090828,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,152.13,3,2,2,有,有,10950000,76495,坡道平面,29.9,1600000,預售屋、或土地及建物分次登記案件；,RPOPMLNKJIPFFHH88DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.92,都市：其他:第五種住宅區,,,1090829,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,149.87,3,2,2,有,有,10820000,75841,坡道平面,27.64,1550000,預售屋、或土地及建物分次登記案件；,RPPPMLNKJIPFFHH98DA,69.17,3.89,8.22,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090808,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,123.32000000000001,3,2,2,有,有,8300000,71143,坡道平面,25.63,1350000,預售屋、或土地及建物分次登記案件；,RPSPMLNKJIPFFHH66DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090213,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,123.32000000000001,3,2,2,有,有,8380000,71962,坡道平面,25.63,1350000,預售屋、或土地及建物分次登記案件；,RPTPMLNKJIPFFHH76DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1080902,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.32000000000001,3,2,2,有,有,8380000,71458,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPUPMLNKJIPFFHH86DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1081219,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.32000000000001,3,2,2,有,有,8300000,71663,坡道平面,27.64,1300000,預售屋、或土地及建物分次登記案件；,RPVPMLNKJIPFFHH96DA,56.02,4.56,4.34,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1081205,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.32000000000001,3,2,2,有,有,8400000,72686,坡道平面,27.64,1300000,預售屋、或土地及建物分次登記案件；,RPWPMLNKJIPFFHH07DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.16,都市：其他:第五種住宅區,,,1090408,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,97.68,3,2,2,有,有,7140000,73096,,0.0,0,預售屋、或土地及建物分次登記案件；,RPOQMLNKJIPFFHH98DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.16,都市：其他:第五種住宅區,,,1090710,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,97.68,3,2,2,有,有,7250000,74222,,0.0,0,預售屋、或土地及建物分次登記案件；,RPQQMLNKJIPFFHH56DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.16,都市：其他:第五種住宅區,,,1090506,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,97.68,3,2,2,有,有,7100000,72686,,0.0,0,預售屋、或土地及建物分次登記案件；,RPRQMLNKJIPFFHH66DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090815,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.32000000000001,3,2,2,有,有,8000000,67568,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPSQMLNKJIPFFHH76DA,56.02,4.56,4.34,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.16,都市：其他:第五種住宅區,,,1090717,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,97.68,3,2,2,有,有,7320000,74939,,0.0,0,預售屋、或土地及建物分次登記案件；,RPTQMLNKJIPFFHH86DA,56.02,4.56,4.35,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1081220,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,79.2,3,2,1,有,有,6120000,77273,,0.0,0,預售屋、或土地及建物分次登記案件；,RPVQMLNKJIPFFHH07DA,47.97,0.0,3.71,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080426,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.62,3,2,1,有,有,7400000,73189,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPORMLNKJIPFFHH09DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081006,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.62,3,2,1,有,有,7500000,74408,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPQRMLNKJIPFFHH66DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081018,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.62,3,2,1,有,有,7500000,74408,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPRRMLNKJIPFFHH76DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1090119,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.62,3,2,1,有,有,7490000,74286,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPSRMLNKJIPFFHH86DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1090106,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,81.98,3,2,1,有,有,6080000,74164,,0.0,0,預售屋、或土地及建物分次登記案件；,RPTRMLNKJIPFFHH96DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1090120,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,81.98,3,2,1,有,有,6100000,74408,,0.0,0,預售屋、或土地及建物分次登記案件；,RPURMLNKJIPFFHH07DA,47.97,2.78,3.71,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1080907,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.14,3,2,2,有,有,8300000,70345,坡道平面,25.63,1300000,預售屋、或土地及建物分次登記案件；,RPXRMLNKJIPFFHH37DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1090801,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.14,3,2,2,有,有,8300000,69842,坡道平面,25.63,1350000,預售屋、或土地及建物分次登記案件；,RPOSMLNKJIPFFHH56DA,56.92,4.52,4.7,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090627,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,99.50999999999999,3,2,2,有,有,7020000,70546,,0.0,0,預售屋、或土地及建物分次登記案件；,RPPSMLNKJIPFFHH66DA,56.92,4.52,4.7,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1081109,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.15,3,2,2,有,有,8500000,71350,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPRSMLNKJIPFFHH86DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1080907,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.15,3,2,2,有,有,8580000,71149,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPSSMLNKJIPFFHH96DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1090406,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,125.14,3,2,2,有,有,8560000,71953,坡道平面,25.63,1400000,預售屋、或土地及建物分次登記案件；,RPTSMLNKJIPFFHH07DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1090320,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.15,3,2,2,有,有,8800000,73359,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPUSMLNKJIPFFHH17DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090514,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,99.50999999999999,3,2,2,有,有,7150000,71852,,0.0,0,預售屋、或土地及建物分次登記案件；,RPVSMLNKJIPFFHH27DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1090729,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,99.50999999999999,3,2,2,有,有,7350000,73862,,0.0,0,預售屋、或土地及建物分次登記案件；,RPWSMLNKJIPFFHH37DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1090811,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.15,3,2,2,有,有,8980000,74666,坡道平面,27.64,1550000,預售屋、或土地及建物分次登記案件；,RPOTMLNKJIPFFHH66DA,56.93,4.52,4.69,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,16.17,都市：其他:第五種住宅區,,,1081114,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,119.64,4,2,2,有,有,8620000,72049,,0.0,0,預售屋、或土地及建物分次登記案件；,RPPTMLNKJIPFFHH76DA,68.28,3.57,7.73,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090814,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,147.28,4,2,2,有,有,10800000,76479,坡道平面,27.64,1650000,預售屋、或土地及建物分次登記案件；,RPUTMLNKJIPFFHH27DA,68.28,3.57,7.73,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090826,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,147.28,4,2,2,有,有,10580000,76312,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件；,RPVTMLNKJIPFFHH37DA,68.28,3.57,7.73,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1080414,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,81.78999999999999,3,2,1,有,有,5950000,72747,,0.0,0,預售屋、或土地及建物分次登記案件；,RPWTMLNKJIPFFHH47DA,48.09,2.78,3.46,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090731,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,147.28,4,2,2,有,有,10760000,76563,坡道平面,27.64,1600000,預售屋、或土地及建物分次登記案件；,RPSTMLNKJIPFFHH07DA,68.28,3.57,7.73,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080518,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.43,3,2,1,有,有,7500000,73970,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件；,RPPUMLNKJIPFFHH86DA,48.09,2.78,3.46,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081116,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,107.42,3,2,1,有,有,7500000,74581,坡道平面,25.63,1400000,預售屋、或土地及建物分次登記案件；,RPSUMLNKJIPFFHH17DA,48.09,2.78,3.46,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1090808,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.35,3,2,1,有,有,7450000,74042,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPXUMLNKJIPFFHH67DA,48.04,2.78,3.46,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090410,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10380000,73534,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPUVMLNKJIPFFHH47DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090425,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10320000,73866,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPXVMLNKJIPFFHH77DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090505,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10450000,74114,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPPNMLPKJIPFFHH98DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090724,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10750000,76184,坡道平面,27.64,1550000,預售屋、或土地及建物分次登記案件；,RPSNMLPKJIPFFHH66DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090831,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,148.39999999999998,3,2,2,有,有,10860000,77923,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件；,RPUNMLPKJIPFFHH86DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,16.55,都市：其他:第五種住宅區,,,1090803,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,146.39,3,2,2,有,有,10760000,76681,坡道平面,25.63,1500000,預售屋、或土地及建物分次登記案件；,RPVNMLPKJIPFFHH96DA,68.38,3.71,8.21,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1080719,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.47999999999999,3,2,2,有,有,9450000,78125,坡道平面,27.64,1650000,預售屋、或土地及建物分次登記案件；,RPWNMLPKJIPFFHH07DA,58.79,3.07,4.55,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.91,都市：其他:第五種住宅區,,,1080713,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,102.0,3,2,2,有,有,7320000,71765,,0.0,0,預售屋、或土地及建物分次登記案件；,RPOOMLPKJIPFFHH98DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090814,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,129.64,3,2,2,有,有,8940000,73431,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件；,RPVOMLPKJIPFFHH07DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090622,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,129.64,3,2,2,有,有,9180000,74314,坡道平面,27.64,1600000,預售屋、或土地及建物分次登記案件；,RPWOMLPKJIPFFHH17DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090706,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,129.64,3,2,2,有,有,8920000,74706,坡道平面,27.64,1300000,預售屋、或土地及建物分次登記案件；,RPXOMLPKJIPFFHH27DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,13.54,都市：其他:第五種住宅區,,,1080414,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,121.73,3,2,2,有,有,8300000,72271,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPOPMLPKJIPFFHH09DA,55.14,3.67,3.79,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090227,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,127.63,3,2,2,有,有,8830000,72353,坡道平面,25.63,1450000,預售屋、或土地及建物分次登記案件；,RPROMLPKJIPFFHH66DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,14.29,都市：其他:第五種住宅區,,,1090522,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,129.64,3,2,2,有,有,8850000,73039,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPSOMLPKJIPFFHH76DA,58.79,4.5,4.55,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,13.16,都市：其他:第五種住宅區,,,1081014,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,94.09,3,2,2,有,有,6980000,74184,,0.0,0,預售屋、或土地及建物分次登記案件；,RPRPMLPKJIPFFHH76DA,55.14,3.67,3.79,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080709,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,112.15,2,2,1,有,有,6980000,70274,坡道平面,29.9,1200000,預售屋、或土地及建物分次登記案件；,RPVPMLPKJIPFFHH17DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080713,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.89,2,2,1,有,有,7550000,74164,坡道平面,27.64,1450000,預售屋、或土地及建物分次登記案件；,RPOQMLPKJIPFFHH56DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080618,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.89,2,2,1,有,有,7300000,72948,坡道平面,27.64,1300000,預售屋、或土地及建物分次登記案件；,RPPQMLPKJIPFFHH66DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080705,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.89,2,2,1,有,有,7400000,73556,坡道平面,27.64,1350000,預售屋、或土地及建物分次登記案件；,RPQQMLPKJIPFFHH76DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1081016,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,112.15,2,2,1,有,有,7510000,73678,坡道平面,29.9,1450000,預售屋、或土地及建物分次登記案件；,RPUQMLPKJIPFFHH17DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1090418,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,82.25,2,2,1,有,有,6200000,75380,,0.0,0,預售屋、或土地及建物分次登記案件；,RPWQMLPKJIPFFHH37DA,46.79,2.66,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080613,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.65,2,2,1,有,有,6980000,70479,坡道平面,27.64,1200000,預售屋、或土地及建物分次登記案件；,RPQRMLPKJIPFFHH86DA,46.54,2.64,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080919,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.65,2,2,1,有,有,7320000,72186,坡道平面,27.64,1400000,預售屋、或土地及建物分次登記案件；,RPSRMLPKJIPFFHH07DA,46.54,2.64,5.19,有,,15
龜山區,房地(土地+建物),華亞三路39巷1~30號,11.28,都市：其他:第五種住宅區,,,1080518,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,82.00999999999999,2,2,1,有,有,5950000,72552,,0.0,0,預售屋、或土地及建物分次登記案件；,RPTRMLPKJIPFFHH17DA,46.54,2.64,5.19,有,,15
龜山區,房地(土地+建物)+車位,華亞三路39巷1~30號,11.66,都市：其他:第五種住宅區,,,1080329,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091104,109.65,2,2,1,有,有,7480000,72918,坡道平面,27.64,1500000,預售屋、或土地及建物分次登記案件；,RPURMLPKJIPFFHH27DA,46.54,2.64,5.19,有,,15
